user,date,transaction_type,amount
a7ec9d26-8193-41f3-a11d-fdbce82d0640,2020-08-27,CREDIT,51574
a7ec9d26-8193-41f3-a11d-fdbce82d0640,2020-02-20,DEBIT,71210
a7ec9d26-8193-41f3-a11d-fdbce82d0640,2020-09-19,DEBIT,58972
a7ec9d26-8193-41f3-a11d-fdbce82d0640,2020-06-01,CREDIT,95250
a7ec9d26-8193-41f3-a11d-fdbce82d0640,2020-07-02,CREDIT,95063
a7ec9d26-8193-41f3-a11d-fdbce82d0640,2020-07-02,DEBIT,50821
a7ec9d26-8193-41f3-a11d-fdbce82d0640,2020-12-28,CREDIT,852
a7ec9d26-8193-41f3-a11d-fdbce82d0640,2020-07-10,DEBIT,14441
a7ec9d26-8193-41f3-a11d-fdbce82d0640,2020-02-26,DEBIT,82323
a7ec9d26-8193-41f3-a11d-fdbce82d0640,2020-11-07,CREDIT,54469
a7ec9d26-8193-41f3-a11d-fdbce82d0640,2020-02-21,DEBIT,51528
a7ec9d26-8193-41f3-a11d-fdbce82d0640,2020-11-28,CREDIT,61966
a7ec9d26-8193-41f3-a11d-fdbce82d0640,2020-04-12,CREDIT,23843
a7ec9d26-8193-41f3-a11d-fdbce82d0640,2020-07-28,DEBIT,95127
a7ec9d26-8193-41f3-a11d-fdbce82d0640,2020-09-09,CREDIT,63871
a7ec9d26-8193-41f3-a11d-fdbce82d0640,2020-03-03,DEBIT,91303
a7ec9d26-8193-41f3-a11d-fdbce82d0640,2020-08-19,CREDIT,98994
a7ec9d26-8193-41f3-a11d-fdbce82d0640,2020-05-08,DEBIT,94957
a7ec9d26-8193-41f3-a11d-fdbce82d0640,2020-09-11,CREDIT,49575
fb22283b-a020-47df-b3d1-c92c6c586c63,2020-10-25,CREDIT,16097
fb22283b-a020-47df-b3d1-c92c6c586c63,2020-09-07,CREDIT,14096
fb22283b-a020-47df-b3d1-c92c6c586c63,2020-09-06,CREDIT,40749
fb22283b-a020-47df-b3d1-c92c6c586c63,2020-01-14,DEBIT,10724
fb22283b-a020-47df-b3d1-c92c6c586c63,2020-02-10,CREDIT,92255
fb22283b-a020-47df-b3d1-c92c6c586c63,2020-05-10,CREDIT,28553
fb22283b-a020-47df-b3d1-c92c6c586c63,2020-03-26,DEBIT,14416
fb22283b-a020-47df-b3d1-c92c6c586c63,2020-06-16,DEBIT,83916
fb22283b-a020-47df-b3d1-c92c6c586c63,2020-02-14,CREDIT,66758
fb22283b-a020-47df-b3d1-c92c6c586c63,2020-11-10,DEBIT,75046
fb22283b-a020-47df-b3d1-c92c6c586c63,2020-12-27,DEBIT,57056
fb22283b-a020-47df-b3d1-c92c6c586c63,2020-11-25,DEBIT,32954
fb22283b-a020-47df-b3d1-c92c6c586c63,2020-06-02,DEBIT,75785
fb22283b-a020-47df-b3d1-c92c6c586c63,2020-12-28,DEBIT,90854
fb22283b-a020-47df-b3d1-c92c6c586c63,2020-04-13,CREDIT,75841
fb22283b-a020-47df-b3d1-c92c6c586c63,2020-11-21,CREDIT,95723
fb22283b-a020-47df-b3d1-c92c6c586c63,2020-04-30,CREDIT,69449
fb22283b-a020-47df-b3d1-c92c6c586c63,2020-04-27,DEBIT,97940
fb22283b-a020-47df-b3d1-c92c6c586c63,2020-07-11,CREDIT,40233
fb22283b-a020-47df-b3d1-c92c6c586c63,2020-08-01,DEBIT,18864
fb22283b-a020-47df-b3d1-c92c6c586c63,2020-08-02,CREDIT,21430
fb22283b-a020-47df-b3d1-c92c6c586c63,2020-03-16,DEBIT,26670
419954ef-3ace-4bd8-8f15-669fcd909f6b,2020-10-04,CREDIT,87326
419954ef-3ace-4bd8-8f15-669fcd909f6b,2020-02-10,CREDIT,58021
419954ef-3ace-4bd8-8f15-669fcd909f6b,2020-12-15,DEBIT,37086
419954ef-3ace-4bd8-8f15-669fcd909f6b,2020-08-11,DEBIT,90824
419954ef-3ace-4bd8-8f15-669fcd909f6b,2020-08-11,CREDIT,62596
419954ef-3ace-4bd8-8f15-669fcd909f6b,2020-08-17,DEBIT,73684
419954ef-3ace-4bd8-8f15-669fcd909f6b,2020-06-13,DEBIT,93753
419954ef-3ace-4bd8-8f15-669fcd909f6b,2020-06-20,CREDIT,36682
419954ef-3ace-4bd8-8f15-669fcd909f6b,2020-05-05,DEBIT,28542
419954ef-3ace-4bd8-8f15-669fcd909f6b,2020-07-20,CREDIT,31963
419954ef-3ace-4bd8-8f15-669fcd909f6b,2020-09-30,CREDIT,87341
419954ef-3ace-4bd8-8f15-669fcd909f6b,2020-09-23,CREDIT,36192
419954ef-3ace-4bd8-8f15-669fcd909f6b,2020-07-31,DEBIT,96289
419954ef-3ace-4bd8-8f15-669fcd909f6b,2020-07-24,DEBIT,43183
419954ef-3ace-4bd8-8f15-669fcd909f6b,2020-10-02,CREDIT,33899
419954ef-3ace-4bd8-8f15-669fcd909f6b,2020-06-06,DEBIT,10099
419954ef-3ace-4bd8-8f15-669fcd909f6b,2020-06-10,CREDIT,42949
419954ef-3ace-4bd8-8f15-669fcd909f6b,2020-06-20,DEBIT,32992
419954ef-3ace-4bd8-8f15-669fcd909f6b,2020-01-12,CREDIT,21901
419954ef-3ace-4bd8-8f15-669fcd909f6b,2020-10-28,CREDIT,20907
419954ef-3ace-4bd8-8f15-669fcd909f6b,2020-04-09,DEBIT,55138
419954ef-3ace-4bd8-8f15-669fcd909f6b,2020-01-28,DEBIT,7029
419954ef-3ace-4bd8-8f15-669fcd909f6b,2020-08-19,CREDIT,95110
419954ef-3ace-4bd8-8f15-669fcd909f6b,2020-03-13,DEBIT,78872
419954ef-3ace-4bd8-8f15-669fcd909f6b,2020-12-13,CREDIT,80021
419954ef-3ace-4bd8-8f15-669fcd909f6b,2020-04-25,CREDIT,24517
419954ef-3ace-4bd8-8f15-669fcd909f6b,2020-01-07,DEBIT,22272
419954ef-3ace-4bd8-8f15-669fcd909f6b,2020-09-15,DEBIT,82748
419954ef-3ace-4bd8-8f15-669fcd909f6b,2020-07-12,CREDIT,82395
908a669b-48f4-4dd9-8a74-66e93856cc2b,2020-01-25,DEBIT,23435
908a669b-48f4-4dd9-8a74-66e93856cc2b,2020-03-30,CREDIT,85805
908a669b-48f4-4dd9-8a74-66e93856cc2b,2020-06-08,DEBIT,696
908a669b-48f4-4dd9-8a74-66e93856cc2b,2020-05-22,DEBIT,14537
908a669b-48f4-4dd9-8a74-66e93856cc2b,2020-10-08,CREDIT,38443
908a669b-48f4-4dd9-8a74-66e93856cc2b,2020-07-31,CREDIT,89120
908a669b-48f4-4dd9-8a74-66e93856cc2b,2020-07-18,CREDIT,50730
908a669b-48f4-4dd9-8a74-66e93856cc2b,2020-02-10,CREDIT,12304
908a669b-48f4-4dd9-8a74-66e93856cc2b,2020-08-12,CREDIT,18026
908a669b-48f4-4dd9-8a74-66e93856cc2b,2020-07-09,CREDIT,48874
908a669b-48f4-4dd9-8a74-66e93856cc2b,2020-04-18,DEBIT,44125
908a669b-48f4-4dd9-8a74-66e93856cc2b,2020-10-13,CREDIT,49738
908a669b-48f4-4dd9-8a74-66e93856cc2b,2020-03-24,CREDIT,83574
908a669b-48f4-4dd9-8a74-66e93856cc2b,2020-12-03,DEBIT,13446
908a669b-48f4-4dd9-8a74-66e93856cc2b,2020-01-25,DEBIT,61395
908a669b-48f4-4dd9-8a74-66e93856cc2b,2020-04-16,CREDIT,83709
908a669b-48f4-4dd9-8a74-66e93856cc2b,2020-03-18,DEBIT,22954
908a669b-48f4-4dd9-8a74-66e93856cc2b,2020-10-24,CREDIT,77644
908a669b-48f4-4dd9-8a74-66e93856cc2b,2020-04-15,CREDIT,45386
908a669b-48f4-4dd9-8a74-66e93856cc2b,2020-01-25,DEBIT,96157
908a669b-48f4-4dd9-8a74-66e93856cc2b,2020-11-06,CREDIT,89965
908a669b-48f4-4dd9-8a74-66e93856cc2b,2020-11-22,CREDIT,40479
908a669b-48f4-4dd9-8a74-66e93856cc2b,2020-04-05,CREDIT,32477
908a669b-48f4-4dd9-8a74-66e93856cc2b,2020-12-17,CREDIT,35368
908a669b-48f4-4dd9-8a74-66e93856cc2b,2020-02-28,DEBIT,30014
908a669b-48f4-4dd9-8a74-66e93856cc2b,2020-06-02,DEBIT,5231
908a669b-48f4-4dd9-8a74-66e93856cc2b,2020-08-14,CREDIT,71480
908a669b-48f4-4dd9-8a74-66e93856cc2b,2020-11-14,CREDIT,96708
908a669b-48f4-4dd9-8a74-66e93856cc2b,2020-01-20,DEBIT,29801
908a669b-48f4-4dd9-8a74-66e93856cc2b,2020-09-13,DEBIT,53945
908a669b-48f4-4dd9-8a74-66e93856cc2b,2020-04-26,DEBIT,14570
908a669b-48f4-4dd9-8a74-66e93856cc2b,2020-05-09,CREDIT,20265
908a669b-48f4-4dd9-8a74-66e93856cc2b,2020-04-09,DEBIT,6016
908a669b-48f4-4dd9-8a74-66e93856cc2b,2020-01-24,CREDIT,66306
908a669b-48f4-4dd9-8a74-66e93856cc2b,2020-11-05,CREDIT,5074
908a669b-48f4-4dd9-8a74-66e93856cc2b,2020-08-02,CREDIT,32773
908a669b-48f4-4dd9-8a74-66e93856cc2b,2020-03-17,CREDIT,54547
908a669b-48f4-4dd9-8a74-66e93856cc2b,2020-04-25,CREDIT,97270
908a669b-48f4-4dd9-8a74-66e93856cc2b,2020-07-13,DEBIT,32373
908a669b-48f4-4dd9-8a74-66e93856cc2b,2020-11-16,CREDIT,38545
908a669b-48f4-4dd9-8a74-66e93856cc2b,2020-02-22,CREDIT,14475
908a669b-48f4-4dd9-8a74-66e93856cc2b,2020-01-08,CREDIT,57839
66ab5db4-0346-4f9e-aab4-07438f7e8676,2020-04-25,CREDIT,17170
66ab5db4-0346-4f9e-aab4-07438f7e8676,2020-09-12,CREDIT,42395
66ab5db4-0346-4f9e-aab4-07438f7e8676,2020-11-18,CREDIT,71696
66ab5db4-0346-4f9e-aab4-07438f7e8676,2020-01-11,DEBIT,1794
66ab5db4-0346-4f9e-aab4-07438f7e8676,2020-08-02,CREDIT,11462
66ab5db4-0346-4f9e-aab4-07438f7e8676,2020-07-06,CREDIT,11430
66ab5db4-0346-4f9e-aab4-07438f7e8676,2020-08-05,CREDIT,29570
66ab5db4-0346-4f9e-aab4-07438f7e8676,2020-05-13,DEBIT,86102
66ab5db4-0346-4f9e-aab4-07438f7e8676,2020-08-15,DEBIT,17849
66ab5db4-0346-4f9e-aab4-07438f7e8676,2020-09-10,CREDIT,93531
66ab5db4-0346-4f9e-aab4-07438f7e8676,2020-09-16,CREDIT,72217
66ab5db4-0346-4f9e-aab4-07438f7e8676,2020-11-11,CREDIT,68715
66ab5db4-0346-4f9e-aab4-07438f7e8676,2020-01-05,DEBIT,10405
66ab5db4-0346-4f9e-aab4-07438f7e8676,2020-04-08,CREDIT,8612
66ab5db4-0346-4f9e-aab4-07438f7e8676,2020-02-10,CREDIT,35295
66ab5db4-0346-4f9e-aab4-07438f7e8676,2020-12-14,DEBIT,7665
66ab5db4-0346-4f9e-aab4-07438f7e8676,2020-01-26,CREDIT,18959
66ab5db4-0346-4f9e-aab4-07438f7e8676,2020-11-19,CREDIT,80968
c7e561b6-6bec-4734-83c7-e853484b4af7,2020-01-23,CREDIT,57455
c7e561b6-6bec-4734-83c7-e853484b4af7,2020-03-25,DEBIT,1393
709b5d1e-910c-4f0a-82af-f95faacae3ca,2020-02-01,DEBIT,47390
709b5d1e-910c-4f0a-82af-f95faacae3ca,2020-07-25,DEBIT,65427
709b5d1e-910c-4f0a-82af-f95faacae3ca,2020-09-16,DEBIT,38247
709b5d1e-910c-4f0a-82af-f95faacae3ca,2020-12-17,CREDIT,49319
709b5d1e-910c-4f0a-82af-f95faacae3ca,2020-02-12,CREDIT,50676
709b5d1e-910c-4f0a-82af-f95faacae3ca,2020-08-21,DEBIT,87866
709b5d1e-910c-4f0a-82af-f95faacae3ca,2020-04-01,CREDIT,75122
709b5d1e-910c-4f0a-82af-f95faacae3ca,2020-03-04,CREDIT,69460
709b5d1e-910c-4f0a-82af-f95faacae3ca,2020-01-18,DEBIT,31583
709b5d1e-910c-4f0a-82af-f95faacae3ca,2020-12-28,CREDIT,74841
709b5d1e-910c-4f0a-82af-f95faacae3ca,2020-02-12,CREDIT,23144
709b5d1e-910c-4f0a-82af-f95faacae3ca,2020-11-25,DEBIT,59503
709b5d1e-910c-4f0a-82af-f95faacae3ca,2020-10-24,DEBIT,74261
709b5d1e-910c-4f0a-82af-f95faacae3ca,2020-11-08,CREDIT,3760
709b5d1e-910c-4f0a-82af-f95faacae3ca,2020-04-10,DEBIT,90975
709b5d1e-910c-4f0a-82af-f95faacae3ca,2020-10-04,CREDIT,8066
709b5d1e-910c-4f0a-82af-f95faacae3ca,2020-05-01,DEBIT,64601
709b5d1e-910c-4f0a-82af-f95faacae3ca,2020-10-27,CREDIT,65421
709b5d1e-910c-4f0a-82af-f95faacae3ca,2020-12-30,DEBIT,33888
709b5d1e-910c-4f0a-82af-f95faacae3ca,2020-10-19,CREDIT,89646
709b5d1e-910c-4f0a-82af-f95faacae3ca,2020-03-20,CREDIT,27039
709b5d1e-910c-4f0a-82af-f95faacae3ca,2020-01-31,DEBIT,46843
709b5d1e-910c-4f0a-82af-f95faacae3ca,2020-05-29,CREDIT,14533
709b5d1e-910c-4f0a-82af-f95faacae3ca,2020-01-21,DEBIT,31829
709b5d1e-910c-4f0a-82af-f95faacae3ca,2020-11-26,CREDIT,49584
709b5d1e-910c-4f0a-82af-f95faacae3ca,2020-03-01,DEBIT,21069
709b5d1e-910c-4f0a-82af-f95faacae3ca,2020-09-07,DEBIT,90416
709b5d1e-910c-4f0a-82af-f95faacae3ca,2020-06-19,DEBIT,26766
709b5d1e-910c-4f0a-82af-f95faacae3ca,2020-11-25,CREDIT,28428
709b5d1e-910c-4f0a-82af-f95faacae3ca,2020-06-14,DEBIT,19450
709b5d1e-910c-4f0a-82af-f95faacae3ca,2020-04-10,CREDIT,10895
709b5d1e-910c-4f0a-82af-f95faacae3ca,2020-09-06,CREDIT,85979
709b5d1e-910c-4f0a-82af-f95faacae3ca,2020-01-09,CREDIT,72199
709b5d1e-910c-4f0a-82af-f95faacae3ca,2020-12-02,CREDIT,23976
2c60849e-497a-4d6c-b8e8-86e40a9d2566,2020-05-28,DEBIT,88360
2c60849e-497a-4d6c-b8e8-86e40a9d2566,2020-10-21,DEBIT,14776
2c60849e-497a-4d6c-b8e8-86e40a9d2566,2020-04-19,DEBIT,54727
2c60849e-497a-4d6c-b8e8-86e40a9d2566,2020-09-12,DEBIT,82160
2c60849e-497a-4d6c-b8e8-86e40a9d2566,2020-03-18,CREDIT,75370
2c60849e-497a-4d6c-b8e8-86e40a9d2566,2020-11-08,CREDIT,54378
2c60849e-497a-4d6c-b8e8-86e40a9d2566,2020-07-13,CREDIT,72579
2c60849e-497a-4d6c-b8e8-86e40a9d2566,2020-09-25,DEBIT,78626
2c60849e-497a-4d6c-b8e8-86e40a9d2566,2020-05-19,CREDIT,94223
2c60849e-497a-4d6c-b8e8-86e40a9d2566,2020-12-02,CREDIT,73858
2c60849e-497a-4d6c-b8e8-86e40a9d2566,2020-02-25,DEBIT,92481
2c60849e-497a-4d6c-b8e8-86e40a9d2566,2020-11-10,DEBIT,87375
2c60849e-497a-4d6c-b8e8-86e40a9d2566,2020-09-20,DEBIT,77381
2c60849e-497a-4d6c-b8e8-86e40a9d2566,2020-05-09,DEBIT,34533
2c60849e-497a-4d6c-b8e8-86e40a9d2566,2020-06-12,DEBIT,10433
2c60849e-497a-4d6c-b8e8-86e40a9d2566,2020-01-13,CREDIT,65517
2c60849e-497a-4d6c-b8e8-86e40a9d2566,2020-04-27,CREDIT,27707
2c60849e-497a-4d6c-b8e8-86e40a9d2566,2020-12-24,CREDIT,34511
2c60849e-497a-4d6c-b8e8-86e40a9d2566,2020-01-20,DEBIT,61302
2c60849e-497a-4d6c-b8e8-86e40a9d2566,2020-08-10,CREDIT,85979
2c60849e-497a-4d6c-b8e8-86e40a9d2566,2020-03-28,CREDIT,71915
2c60849e-497a-4d6c-b8e8-86e40a9d2566,2020-12-30,CREDIT,84463
2c60849e-497a-4d6c-b8e8-86e40a9d2566,2020-03-08,CREDIT,72059
caa317b4-774d-497d-afbf-939a57fa9df2,2020-09-14,CREDIT,74299
caa317b4-774d-497d-afbf-939a57fa9df2,2020-08-23,CREDIT,82149
caa317b4-774d-497d-afbf-939a57fa9df2,2020-12-03,CREDIT,98771
caa317b4-774d-497d-afbf-939a57fa9df2,2020-10-06,CREDIT,93914
caa317b4-774d-497d-afbf-939a57fa9df2,2020-09-02,DEBIT,14341
caa317b4-774d-497d-afbf-939a57fa9df2,2020-09-05,DEBIT,61122
caa317b4-774d-497d-afbf-939a57fa9df2,2020-03-11,DEBIT,84953
caa317b4-774d-497d-afbf-939a57fa9df2,2020-05-15,DEBIT,95674
caa317b4-774d-497d-afbf-939a57fa9df2,2020-05-01,DEBIT,43967
caa317b4-774d-497d-afbf-939a57fa9df2,2020-07-14,CREDIT,3213
caa317b4-774d-497d-afbf-939a57fa9df2,2020-06-19,CREDIT,84757
caa317b4-774d-497d-afbf-939a57fa9df2,2020-02-16,CREDIT,63176
caa317b4-774d-497d-afbf-939a57fa9df2,2020-05-07,DEBIT,62132
caa317b4-774d-497d-afbf-939a57fa9df2,2020-04-16,CREDIT,6894
caa317b4-774d-497d-afbf-939a57fa9df2,2020-10-24,CREDIT,37258
caa317b4-774d-497d-afbf-939a57fa9df2,2020-03-30,CREDIT,68313
caa317b4-774d-497d-afbf-939a57fa9df2,2020-08-06,DEBIT,82007
caa317b4-774d-497d-afbf-939a57fa9df2,2020-01-15,CREDIT,97820
caa317b4-774d-497d-afbf-939a57fa9df2,2020-08-03,DEBIT,6413
caa317b4-774d-497d-afbf-939a57fa9df2,2020-01-02,DEBIT,57689
caa317b4-774d-497d-afbf-939a57fa9df2,2020-10-11,DEBIT,55093
d04aeaf0-24df-4180-ba85-2ee7adf36e17,2020-03-30,DEBIT,826
d04aeaf0-24df-4180-ba85-2ee7adf36e17,2020-02-03,DEBIT,90866
d04aeaf0-24df-4180-ba85-2ee7adf36e17,2020-10-03,CREDIT,4607
d04aeaf0-24df-4180-ba85-2ee7adf36e17,2020-12-29,DEBIT,9673
d04aeaf0-24df-4180-ba85-2ee7adf36e17,2020-10-13,CREDIT,39286
d04aeaf0-24df-4180-ba85-2ee7adf36e17,2020-08-27,DEBIT,43449
d04aeaf0-24df-4180-ba85-2ee7adf36e17,2020-02-04,DEBIT,29639
d04aeaf0-24df-4180-ba85-2ee7adf36e17,2020-01-15,DEBIT,79781
d04aeaf0-24df-4180-ba85-2ee7adf36e17,2020-05-13,CREDIT,63512
d04aeaf0-24df-4180-ba85-2ee7adf36e17,2020-02-10,DEBIT,54425
d04aeaf0-24df-4180-ba85-2ee7adf36e17,2020-01-20,DEBIT,66640
d04aeaf0-24df-4180-ba85-2ee7adf36e17,2020-06-08,DEBIT,80841
d04aeaf0-24df-4180-ba85-2ee7adf36e17,2020-05-03,DEBIT,71138
d04aeaf0-24df-4180-ba85-2ee7adf36e17,2020-08-20,CREDIT,50703
d04aeaf0-24df-4180-ba85-2ee7adf36e17,2020-05-23,DEBIT,99238
d04aeaf0-24df-4180-ba85-2ee7adf36e17,2020-09-15,CREDIT,71758
1d16cc4f-8240-400e-83b5-21687ed3067d,2020-02-09,DEBIT,82253
1d16cc4f-8240-400e-83b5-21687ed3067d,2020-09-18,DEBIT,86967
1d16cc4f-8240-400e-83b5-21687ed3067d,2020-08-11,CREDIT,8732
1d16cc4f-8240-400e-83b5-21687ed3067d,2020-06-30,CREDIT,89217
1d16cc4f-8240-400e-83b5-21687ed3067d,2020-04-03,DEBIT,16470
1d16cc4f-8240-400e-83b5-21687ed3067d,2020-11-23,DEBIT,24178
1d16cc4f-8240-400e-83b5-21687ed3067d,2020-01-31,CREDIT,48968
1d16cc4f-8240-400e-83b5-21687ed3067d,2020-12-05,DEBIT,10720
1d16cc4f-8240-400e-83b5-21687ed3067d,2020-08-30,CREDIT,11460
1d16cc4f-8240-400e-83b5-21687ed3067d,2020-03-27,DEBIT,45734
1d16cc4f-8240-400e-83b5-21687ed3067d,2020-08-28,CREDIT,61492
1d16cc4f-8240-400e-83b5-21687ed3067d,2020-12-24,CREDIT,53097
1d16cc4f-8240-400e-83b5-21687ed3067d,2020-03-02,DEBIT,16608
1d16cc4f-8240-400e-83b5-21687ed3067d,2020-08-17,CREDIT,80358
1d16cc4f-8240-400e-83b5-21687ed3067d,2020-02-18,DEBIT,29535
1d16cc4f-8240-400e-83b5-21687ed3067d,2020-04-29,CREDIT,95246
1d16cc4f-8240-400e-83b5-21687ed3067d,2020-03-27,DEBIT,31223
1d16cc4f-8240-400e-83b5-21687ed3067d,2020-04-12,CREDIT,71624
1d16cc4f-8240-400e-83b5-21687ed3067d,2020-02-21,CREDIT,14030
1d16cc4f-8240-400e-83b5-21687ed3067d,2020-05-15,CREDIT,977
1d16cc4f-8240-400e-83b5-21687ed3067d,2020-08-22,DEBIT,59546
1d16cc4f-8240-400e-83b5-21687ed3067d,2020-06-03,CREDIT,90873
1d16cc4f-8240-400e-83b5-21687ed3067d,2020-05-27,DEBIT,37031
1d16cc4f-8240-400e-83b5-21687ed3067d,2020-11-19,DEBIT,61228
1d16cc4f-8240-400e-83b5-21687ed3067d,2020-10-14,DEBIT,37449
1d16cc4f-8240-400e-83b5-21687ed3067d,2020-05-01,DEBIT,71350
1d16cc4f-8240-400e-83b5-21687ed3067d,2020-06-29,CREDIT,70603
1d16cc4f-8240-400e-83b5-21687ed3067d,2020-12-20,DEBIT,40893
1d16cc4f-8240-400e-83b5-21687ed3067d,2020-06-04,CREDIT,49127
1d16cc4f-8240-400e-83b5-21687ed3067d,2020-02-01,DEBIT,21251
1d16cc4f-8240-400e-83b5-21687ed3067d,2020-09-14,DEBIT,75715
1d16cc4f-8240-400e-83b5-21687ed3067d,2020-02-16,DEBIT,32826
1d16cc4f-8240-400e-83b5-21687ed3067d,2020-07-24,DEBIT,66692
1d16cc4f-8240-400e-83b5-21687ed3067d,2020-07-06,DEBIT,1316
1d16cc4f-8240-400e-83b5-21687ed3067d,2020-09-21,DEBIT,39110
1d16cc4f-8240-400e-83b5-21687ed3067d,2020-01-20,DEBIT,91528
1d16cc4f-8240-400e-83b5-21687ed3067d,2020-08-07,DEBIT,44304
1d16cc4f-8240-400e-83b5-21687ed3067d,2020-02-11,DEBIT,15758
1d16cc4f-8240-400e-83b5-21687ed3067d,2020-07-31,CREDIT,52440
fe501384-6f18-4b1d-b6b9-a276effbbd59,2020-09-13,DEBIT,2573
fe501384-6f18-4b1d-b6b9-a276effbbd59,2020-04-23,CREDIT,90177
fe501384-6f18-4b1d-b6b9-a276effbbd59,2020-02-15,CREDIT,40185
fe501384-6f18-4b1d-b6b9-a276effbbd59,2020-05-08,CREDIT,24020
fe501384-6f18-4b1d-b6b9-a276effbbd59,2020-07-30,CREDIT,39363
fe501384-6f18-4b1d-b6b9-a276effbbd59,2020-12-22,DEBIT,95644
fe501384-6f18-4b1d-b6b9-a276effbbd59,2020-02-23,DEBIT,46665
fe501384-6f18-4b1d-b6b9-a276effbbd59,2020-04-01,DEBIT,77384
fe501384-6f18-4b1d-b6b9-a276effbbd59,2020-01-23,CREDIT,4569
fe501384-6f18-4b1d-b6b9-a276effbbd59,2020-10-17,DEBIT,71175
fe501384-6f18-4b1d-b6b9-a276effbbd59,2020-12-01,DEBIT,84971
fe501384-6f18-4b1d-b6b9-a276effbbd59,2020-08-25,CREDIT,71745
fe501384-6f18-4b1d-b6b9-a276effbbd59,2020-04-14,DEBIT,16168
fe501384-6f18-4b1d-b6b9-a276effbbd59,2020-10-16,CREDIT,91358
fe501384-6f18-4b1d-b6b9-a276effbbd59,2020-09-20,DEBIT,84827
fe501384-6f18-4b1d-b6b9-a276effbbd59,2020-07-13,DEBIT,61597
fe501384-6f18-4b1d-b6b9-a276effbbd59,2020-03-29,DEBIT,44654
fe501384-6f18-4b1d-b6b9-a276effbbd59,2020-11-03,DEBIT,52928
fe501384-6f18-4b1d-b6b9-a276effbbd59,2020-01-16,CREDIT,82018
fe501384-6f18-4b1d-b6b9-a276effbbd59,2020-04-21,CREDIT,32769
fe501384-6f18-4b1d-b6b9-a276effbbd59,2020-01-10,CREDIT,67687
fe501384-6f18-4b1d-b6b9-a276effbbd59,2020-09-30,DEBIT,18114
fe501384-6f18-4b1d-b6b9-a276effbbd59,2020-11-24,DEBIT,1856
fe501384-6f18-4b1d-b6b9-a276effbbd59,2020-07-17,DEBIT,14395
fe501384-6f18-4b1d-b6b9-a276effbbd59,2020-12-28,CREDIT,83660
fe501384-6f18-4b1d-b6b9-a276effbbd59,2020-11-15,DEBIT,49664
fe501384-6f18-4b1d-b6b9-a276effbbd59,2020-01-05,DEBIT,15245
fe501384-6f18-4b1d-b6b9-a276effbbd59,2020-08-12,CREDIT,11322
fe501384-6f18-4b1d-b6b9-a276effbbd59,2020-05-26,DEBIT,37386
fe501384-6f18-4b1d-b6b9-a276effbbd59,2020-08-06,CREDIT,26403
fe501384-6f18-4b1d-b6b9-a276effbbd59,2020-10-28,CREDIT,13921
fe501384-6f18-4b1d-b6b9-a276effbbd59,2020-12-03,CREDIT,34311
fe501384-6f18-4b1d-b6b9-a276effbbd59,2020-02-18,DEBIT,44952
fe501384-6f18-4b1d-b6b9-a276effbbd59,2020-12-05,CREDIT,11111
fe501384-6f18-4b1d-b6b9-a276effbbd59,2020-10-05,CREDIT,37194
fe501384-6f18-4b1d-b6b9-a276effbbd59,2020-02-15,DEBIT,7414
fe501384-6f18-4b1d-b6b9-a276effbbd59,2020-10-18,DEBIT,15084
fe501384-6f18-4b1d-b6b9-a276effbbd59,2020-11-13,DEBIT,61785
fe501384-6f18-4b1d-b6b9-a276effbbd59,2020-11-15,DEBIT,52333
fe501384-6f18-4b1d-b6b9-a276effbbd59,2020-01-29,DEBIT,15536
b4a3aa82-522e-4492-9308-3123b083a45d,2020-02-19,CREDIT,40582
b4a3aa82-522e-4492-9308-3123b083a45d,2020-09-04,DEBIT,88071
b4a3aa82-522e-4492-9308-3123b083a45d,2020-04-04,CREDIT,72246
b4a3aa82-522e-4492-9308-3123b083a45d,2020-04-23,CREDIT,12164
b4a3aa82-522e-4492-9308-3123b083a45d,2020-05-14,DEBIT,50366
b4a3aa82-522e-4492-9308-3123b083a45d,2020-06-08,CREDIT,84092
b4a3aa82-522e-4492-9308-3123b083a45d,2020-02-01,CREDIT,72670
b4a3aa82-522e-4492-9308-3123b083a45d,2020-03-24,CREDIT,8310
b4a3aa82-522e-4492-9308-3123b083a45d,2020-12-04,CREDIT,43454
b4a3aa82-522e-4492-9308-3123b083a45d,2020-07-08,CREDIT,67421
b4a3aa82-522e-4492-9308-3123b083a45d,2020-06-09,CREDIT,76226
b4a3aa82-522e-4492-9308-3123b083a45d,2020-08-13,DEBIT,1142
b4a3aa82-522e-4492-9308-3123b083a45d,2020-02-24,DEBIT,96815
b4a3aa82-522e-4492-9308-3123b083a45d,2020-04-03,DEBIT,67897
b4a3aa82-522e-4492-9308-3123b083a45d,2020-08-21,DEBIT,79400
b4a3aa82-522e-4492-9308-3123b083a45d,2020-04-16,CREDIT,87791
b4a3aa82-522e-4492-9308-3123b083a45d,2020-12-18,DEBIT,67952
b4a3aa82-522e-4492-9308-3123b083a45d,2020-07-01,CREDIT,36537
b4a3aa82-522e-4492-9308-3123b083a45d,2020-12-03,CREDIT,89260
b4a3aa82-522e-4492-9308-3123b083a45d,2020-11-30,CREDIT,35830
b4a3aa82-522e-4492-9308-3123b083a45d,2020-09-27,CREDIT,68810
b4a3aa82-522e-4492-9308-3123b083a45d,2020-01-31,DEBIT,91777
